0.19,124590,5
0.08,240366,18
0.55,222080,11
0.65,190351,8
0.92,541258,23
0.02,237624,19
0.80,387766,17
0.81,483882,22
0.67,246440,11
0.48,46830,1
0.16,12270,1
0.85,479615,21
0.65,184933,7
0.65,311752,15
0.24,238164,15
0.87,326619,13
0.93,136956,3
0.33,230121,13
0.99,416805,16
0.50,338872,19
0.54,155120,6
0.63,238320,11
0.15,196403,13
0.61,217022,10
0.18,260175,20
0.02,141728,9
0.69,304083,14
0.78,344232,15
0.05,147799,10
0.38,239568,13
0.26,243744,17
0.54,204148,9
0.71,469270,23
0.44,107680,2
0.02,230246,18
0.04,938,1
0.76,319322,14
0.80,147427,4
0.85,224399,8
0.90,116900,2
0.74,443530,21
0.39,241134,13
0.66,401862,20
0.78,114380,2
0.66,111860,2
0.59,382297,20
0.02,252550,20
0.66,168980,6
0.60,416997,22
0.28,332390,23
0.29,112676,3
0.86,116060,2
0.63,255957,12
0.72,184425,7
0.67,193697,8
0.43,107460,2
0.38,134082,5
0.28,104160,2
0.08,255886,22
0.66,296460,14
0.30,255516,17
0.07,125753,6
0.34,264407,17
0.13,193229,13
0.70,414182,20
0.18,14460,1
0.03,146976,10
0.99,559941,23
0.31,157141,8
0.47,107870,2
0.86,517654,23
0.96,264114,9
0.90,433284,18
0.71,327082,15
0.41,283812,17
0.34,105480,2
0.30,169556,9
0.84,85890,1
0.31,338564,23
0.90,454470,19
0.80,328849,14
0.19,165515,10
0.53,130891,4
0.70,378740,18
0.98,122098,2
0.74,260650,11
0.12,189574,13
0.20,146899,8
0.16,115820,4
0.85,205208,7
0.83,278920,11
0.40,183450,9
0.36,220466,12
0.82,181250,6
0.80,366580,16
0.58,377222,20
0.15,265968,21
0.38,333883,21
0.18,116112,4
0.86,206671,7
0.65,434770,22
0.38,115600,3
0.80,216328,8
0.67,124356,3
0.52,264071,14
0.78,164150,5
0.65,346795,17
0.67,367988,18
0.11,6795,1
0.73,349535,16
0.47,252640,14
0.04,938,1
0.30,321891,22
0.06,247468,19
0.64,166670,6
0.58,144202,5
0.07,3990,1
0.58,394250,21
0.03,176331,13
0.48,108080,2
0.01,174877,13
0.49,118686,3
0.87,404601,17
0.13,260127,21
0.61,122466,3
0.32,186426,10
0.47,345337,20
0.71,174755,6
0.55,319481,17
0.12,250558,18
0.75,142548,4
0.04,106358,3
0.02,101978,2
0.66,151550,5
0.41,214540,11
0.36,270498,17
0.43,333447,20
0.15,101300,2
0.29,154030,8
0.73,349535,16
0.45,292617,17
0.77,163275,5
0.46,222530,11
0.41,135965,5
0.52,392441,22
0.94,219698,7
0.37,238002,13
0.73,313610,14
0.79,251672,10
0.73,222443,9
0.72,139713,4
0.30,27600,1
0.32,148204,7
0.52,141050,5
0.84,151053,4
0.92,94570,1
0.12,154998,10
0.92,135766,3
0.43,258912,15
0.85,224399,8
0.66,186627,7
0.41,253047,15
0.34,188633,10
0.48,223050,12
0.74,297772,13
0.53,130891,4
0.42,225420,13
0.79,364865,16
0.64,378254,19
0.90,116900,2
0.05,123813,6
0.89,410635,17
0.73,295805,13
0.48,363450,21
0.47,208915,10
0.21,231805,15
0.00,146190,10
0.09,150753,10
0.05,123813,6
0.10,248470,21
0.12,120510,5
0.39,211160,11
0.14,217250,15
0.36,123852,4
0.52,130340,4
0.00,216990,17
0.71,272029,12
1.00,565646,23
0.48,286500,16
0.68,284332,13
0.58,311210,16
0.35,204815,11
0.25,143253,7
0.62,219052,10
0.49,129080,4
0.42,254877,15
0.46,234506,13
0.13,284441,23
0.50,198268,9
0.96,284292,10
0.51,245979,13
0.70,234347,10
0.27,234219,16
0.80,128450,3
0.32,315654,21
0.74,297772,13
0.02,252550,20
0.62,320590,16
0.07,119655,5
0.75,170715,6
0.67,352829,17
0.03,231762,21
0.45,385146,23
0.16,184762,12
0.63,305907,15
0.48,149240,6
0.04,210002,16
0.61,268925,13
0.34,236648,15
0.58,327104,17
0.63,255957,12
0.25,309179,22
0.87,404601,17
0.33,105260,2
0.28,233150,14
0.78,493266,23
0.81,255732,10
0.08,161060,11
0.02,230246,18
0.31,338564,23
0.57,175287,7
0.25,135400,6
0.13,140839,8
0.74,351250,16
0.69,340155,16
0.38,134082,5
0.02,239968,22
0.35,33075,1
0.90,353622,14
0.32,232954,15
0.13,140839,8
0.11,213125,15
0.69,197043,8
0.96,98910,1
0.82,505460,23
0.05,141700,9
0.29,154030,8
0.58,121520,3
0.58,244526,12
0.86,363202,15
0.24,253395,16
0.97,286322,10
0.44,107680,2
0.17,101740,2
0.66,418890,21
0.19,204357,13
0.01,235238,22
0.33,186899,10
0.05,112091,4
0.59,432688,23
0.70,137900,4
0.01,226376,18
0.88,229712,8
0.43,137037,5
0.12,266946,22
0.30,147342,7
0.01,238243,19
0.15,273913,22
0.32,113650,3
0.13,8985,1
0.63,63105,1
0.13,238589,17
0.22,209100,13
0.96,243684,8
0.99,102165,1
0.76,283460,12
0.62,286933,14
0.25,103500,2
0.39,143960,6
0.88,427187,18
0.21,308445,23
0.15,273913,22
0.32,186426,10
0.35,339420,22
0.32,245035,16
0.92,236404,8
0.77,323137,14
0.42,116900,3
0.59,121836,3
0.80,423775,19
0.62,181153,7
0.77,285469,12
0.14,128272,6
0.46,207200,10
0.26,284342,20
0.09,234876,20
0.60,383382,20
0.38,260071,16
0.34,114300,3
0.56,143150,5
0.01,205814,16
0.19,229065,15
0.72,125930,3
0.06,250653,22
0.23,103060,2
0.53,202419,9
0.59,399535,21
0.14,243094,17
0.45,160617,7
0.07,3990,1
0.25,228701,14
0.70,396671,19
0.75,392376,18
0.06,215838,16
0.93,218235,7
0.79,146405,4
0.49,164990,7
0.48,194810,9
0.65,150675,5
0.10,175242,12
0.53,249913,13
0.92,216331,7
0.11,261817,22
0.32,158048,8
0.57,340716,18
0.03,101333,2
0.36,133010,5
0.01,205814,16
0.70,323057,15
0.85,146879,4
0.44,306345,18
0.81,148218,4
0.76,338387,15
0.77,471604,22
0.38,143320,6
0.50,258352,14
0.29,145941,7
0.96,430326,17
0.63,376980,19
0.61,302267,15
0.29,137992,6
0.67,367988,18
0.24,238164,15
0.43,289419,17
0.04,100688,2
0.47,193081,9
0.74,205702,8
0.90,412224,17
0.43,258912,15
0.65,259975,12
0.29,181672,10
0.79,439907,20
0.63,199864,8
0.61,302267,15
0.32,288720,19
0.70,378740,18
0.73,313610,14
0.95,468022,19
0.98,247030,8
0.86,442192,19
0.10,113200,4
0.66,435414,22
0.89,91315,1
0.57,191198,8
0.01,107979,3
0.19,204357,13
0.18,273171,21
0.81,148218,4
0.90,233058,8
0.01,238243,19
0.01,196084,15
0.54,414789,23
0.84,223020,8
0.99,102165,1
0.27,136696,6
0.15,233595,16
0.43,126990,4
0.01,146603,10
0.96,532350,22
0.81,82635,1
0.88,465632,20
0.75,76125,1
0.17,199577,13
0.11,272851,23
0.92,541258,23
0.45,292617,17
0.19,102180,2
0.47,252640,14
0.09,100505,2
0.62,147350,5
0.33,149599,7
0.79,251672,10
0.20,266002,20
0.58,192920,8
0.02,175604,13
0.17,223620,15
0.74,443530,21
0.48,269787,15
0.07,203780,15
0.05,105819,3
0.20,230435,15
0.37,179718,9
0.27,191639,11
0.82,219674,8
0.24,224846,14
0.47,345337,20
0.26,128107,5
0.35,141400,6
0.17,101740,2
0.23,223363,14
0.44,291018,17
0.73,313610,14
0.03,146976,10
0.22,170741,10
0.02,153228,11
0.57,393375,21
0.94,301250,11
0.07,137739,8
0.22,158062,9
0.40,294546,18
0.84,115640,2
0.80,216328,8
0.46,374024,22
0.48,238440,13
0.29,308945,21
0.03,118583,5
0.78,194085,7
0.80,81550,1
0.67,457076,23
0.03,708,1
0.32,105040,2
0.12,178570,12
0.97,266123,9
0.21,117402,4
0.21,271137,20
0.58,311210,16
0.91,476867,20
0.95,283207,10
0.31,272580,18
0.37,332981,21
0.07,183214,13
0.19,241135,16
0.10,132350,7
0.83,473455,21
0.27,260680,18
0.56,207817,10
0.59,281221,14
0.26,128107,5
0.02,230246,18
0.93,520716,22
0.93,401475,16
0.92,277117,10
0.06,262470,23
0.37,151818,7
0.55,399224,22
0.04,154938,11
0.33,113976,3
0.44,368325,22
0.34,31980,1
0.06,168905,12
0.30,282507,19
0.94,526211,22
0.86,517654,23
0.99,311400,11
0.80,347872,15
0.40,294546,18
0.73,177065,6
0.49,129080,4
0.76,172220,6
0.35,339420,22
0.69,374085,18
0.90,454470,19
0.98,517450,21
0.73,421427,20
0.21,246650,16
0.69,197043,8
0.18,153341,9
0.09,138245,8
0.15,142402,8
0.71,174755,6
0.98,517450,21
0.06,119357,5
0.72,420342,20
0.40,221916,13
0.72,238407,10
0.08,255886,22
0.50,402595,23
0.30,27600,1
0.80,366580,16
0.66,66360,1
0.69,232317,10
0.62,122780,3
0.29,104380,2
0.39,196845,10
0.58,261386,13
0.42,345839,21
0.94,424292,17
0.84,396978,17
0.40,144600,6
0.15,149329,9
0.52,295880,16
0.58,377222,20
0.55,369977,20
0.18,200712,13
0.61,200603,9
0.12,107150,3
0.02,230246,18
0.15,158979,10
0.04,938,1
0.19,191513,12
0.21,284805,21
0.60,133572,4
0.81,505068,23
0.19,241135,16
0.68,195664,8
0.80,159322,5
0.92,135766,3
0.70,414182,20
0.20,205938,13
0.99,501507,20
0.09,100505,2
0.93,218235,7
0.91,214868,7
0.17,233383,18
0.83,374245,16
0.72,72870,1
0.00,183355,14
0.73,421427,20
0.39,264326,16
0.57,191198,8
0.17,101740,2
0.09,138245,8
0.54,333177,18
0.15,238863,19
0.54,301830,16
0.35,281239,18
0.17,108776,3
0.50,211930,11
0.23,237250,15
0.64,360449,18
0.49,380807,22
0.26,152309,8
0.77,285469,12
0.66,332490,16
0.73,330722,15
0.88,249554,9
0.01,113673,4
0.08,231266,17
0.83,201841,7
0.26,189932,11
0.21,168999,10
0.37,332981,21
0.95,489187,20
0.86,187270,6
0.48,46830,1
0.44,306345,18
0.29,332827,23
0.59,194642,8
0.84,474330,21
0.02,113376,4
0.63,182847,7
0.94,138146,3
0.95,118843,2
0.78,381732,17
0.53,185976,8
0.08,255886,22
0.07,194882,14
0.40,154050,7
0.26,326188,23
0.55,222080,11
0.80,114800,2
0.91,254825,9
0.90,492810,21
0.18,138302,7
0.85,302927,12
0.44,127551,4
0.23,223363,14
0.96,284292,10
0.22,234362,17
1.00,418520,16
0.96,284292,10
0.75,170715,6
0.16,234830,16
0.68,372643,18
0.54,219660,10
0.06,136879,8
0.23,158779,9
0.65,434770,22
0.77,358915,16
0.67,263993,12
0.02,230246,18
0.49,380807,22
0.55,204841,9
0.57,143955,5
0.30,309860,21
0.30,238026,14
0.92,216331,7
0.53,109130,2
0.48,302646,17
0.27,234219,16
0.64,429275,22
0.09,267135,23
0.63,111230,2
0.37,106140,2
0.76,283460,12
0.48,254544,14
0.60,198594,9
0.26,164047,9
0.55,156275,6
0.02,237624,19
0.96,284292,10
0.75,189255,7
0.10,5700,1
0.75,142548,4
0.41,299221,18
0.03,220625,17
0.55,255485,13
0.67,211145,9
0.36,151395,7
0.91,194795,6
0.07,159865,11
0.61,422492,22
0.56,143150,5
0.24,186518,11
0.12,266946,22
0.41,185189,9
0.88,90230,1
0.03,230280,18
0.10,244937,18
0.61,405695,21
0.87,326619,13
0.68,248470,11
0.35,295783,19
0.85,517262,23
0.60,300447,15
0.65,379528,19
0.77,127506,3
0.06,101420,2
0.59,399535,21
0.94,219698,7
0.09,244566,18
0.22,140990,7
0.78,114380,2
0.86,381910,16
0.61,122466,3
0.62,406570,21
0.57,426591,23
0.19,255326,17
0.82,130130,3
0.62,219052,10
0.08,184276,13
0.05,112091,4
0.48,254544,14
0.44,174250,8
0.94,138146,3
0.11,139283,8
0.16,184762,12
0.46,374024,22
0.10,132350,7
0.98,433504,17
0.28,112350,3
0.02,163687,12
0.90,312972,12
0.97,532994,22
0.51,108710,2
0.15,227631,18
0.40,326604,20
0.87,306945,12
0.01,196084,15
0.58,57680,1
0.81,198915,7
0.87,169227,5
0.29,237717,16
0.11,6795,1
0.29,137992,6
0.03,136165,8
0.39,241134,13
0.65,276793,13
0.26,152309,8
0.71,307891,14
0.13,193229,13
0.75,113750,2
0.34,251042,16
0.46,234506,13
0.99,123183,2
0.25,215907,13
0.26,152309,8
0.97,431915,17
0.93,136956,3
0.78,399915,18
0.54,187698,8
0.16,253896,20
0.27,178188,10
0.88,229712,8
0.10,248470,21
0.68,335920,16
0.62,111020,2
0.77,163275,5
0.76,487169,23
0.13,168132,11
0.81,217707,8
0.38,333883,21
0.75,336567,15
0.79,439907,20
0.37,258337,16
0.80,253702,10
0.40,282204,17
0.18,189855,12
0.13,232605,19
0.71,236377,10
0.64,326540,16
0.03,250986,23
0.42,40740,1
0.65,294556,14
0.11,113768,4
0.37,315746,20
0.39,115926,3
0.35,355791,23
0.93,401475,16
0.15,290220,23
0.75,225705,9
0.03,164486,12
0.56,120890,3
0.53,393085,22
0.78,268770,11
0.25,228701,14
0.30,227502,15
0.27,218616,13
0.49,47915,1
0.74,315514,14
0.50,119000,3
0.70,173600,6
0.66,227172,10
0.14,10080,1
0.20,279450,21
0.82,83720,1
0.65,150675,5
0.14,229300,16
0.94,321008,12
0.45,217473,12
0.31,226973,13
0.86,421090,18
0.25,143253,7
0.94,382172,15
0.26,309868,22
0.48,179032,8
0.89,529456,23
0.07,3990,1
0.69,172445,6
0.61,217022,10
0.19,165515,10
0.29,308945,21
0.45,217473,12
0.28,316112,22
0.61,146475,5
0.08,252059,19
0.77,144592,4
0.01,226376,18
0.51,129792,4
0.40,198570,10
0.66,418890,21
0.32,29790,1
0.96,140526,3
0.40,367624,23
0.83,240265,9
0.98,454459,18
0.19,109426,3
0.32,105040,2
0.67,263993,12
0.22,221880,14
0.35,252784,16
0.43,233257,12
0.46,234506,13
0.47,252640,14
0.65,167825,6
0.88,347903,14
0.70,70700,1
0.26,128107,5
0.63,134832,4
0.55,352424,19
0.47,107870,2
0.43,187631,9
0.09,256479,19
0.23,198145,12
0.98,559549,23
0.47,178143,8
0.83,355537,15
0.40,251660,15
0.26,164047,9
0.37,228655,14
0.89,529456,23
0.49,47915,1
0.46,390401,23
0.88,249554,9
0.23,134104,6
0.72,139713,4
0.05,105819,3
0.38,303280,19
0.57,143955,5
0.99,559941,23
0.83,84805,1
0.93,299220,11
0.73,159075,5
0.28,205960,12
0.18,214008,14
0.34,251042,16
0.30,155400,8
0.74,369664,17
0.29,104380,2
0.38,320851,20
0.91,416669,17
0.23,198145,12
0.60,195531,8
0.76,411497,19
0.33,201417,11
0.49,334007,19
0.62,111020,2
0.07,227276,17
0.29,137992,6
0.46,161210,7
0.12,154998,10
0.66,136092,4
0.22,209100,13
0.79,128136,3
0.58,345371,18
0.98,538489,22
0.76,227714,9
0.12,202698,14
0.88,409046,17
0.49,304235,17
0.80,272830,11
0.73,240437,10
0.96,511290,21
0.79,80465,1
0.98,559549,23
0.21,148284,8
0.37,179718,9
0.27,191639,11
0.27,136696,6
0.46,147980,6
0.65,65275,1
0.53,218020,11
0.65,311752,15
0.00,238410,19
0.83,130970,3
0.80,178240,6
0.56,143150,5
0.63,255957,12
0.52,232472,12
0.32,232954,15
0.53,346285,19
0.85,146879,4
0.46,357290,21
0.87,523359,23
0.44,334542,20
0.70,155750,5
0.28,137344,6
0.37,164625,8
0.84,396978,17
0.06,238422,21
0.14,205676,14
0.28,249408,17
0.36,123852,4
0.77,266740,11
0.34,264407,17
0.85,224399,8
0.30,223338,13
0.66,168980,6
0.30,211036,12
0.66,192318,8
0.21,246650,16
0.10,162990,11
0.13,100860,2
0.72,366486,17
0.89,428629,18
0.28,153858,8
0.76,209048,8
0.74,141757,4
0.55,222080,11
0.28,128730,5
0.82,315146,13
0.81,179745,6
0.77,433747,20
0.19,165515,10
0.89,508438,22
0.38,195569,10
0.68,408022,20
0.65,123726,3
0.03,241704,19
0.15,149329,9
0.35,190367,10
0.17,249747,17
0.05,166084,12
0.10,125680,6
0.30,238026,14
0.62,164360,6
0.60,317160,16
0.93,440823,18
0.74,351250,16
0.01,141246,9
0.83,221053,8
0.58,144202,5
0.10,5700,1
0.74,315514,14
0.94,96740,1
0.86,148216,4
0.24,172962,10
0.55,172550,7
0.68,425050,21
0.20,230435,15
0.81,217707,8
0.09,132438,7
0.04,188252,14
0.56,207817,10
0.37,164625,8
0.06,168905,12
0.44,117550,3
0.50,402595,23
0.38,209912,11
0.19,116670,4
0.92,338092,13
0.87,464547,20
0.44,147160,6
0.26,259198,18
0.45,368979,22
0.02,107438,3
0.53,331735,18
0.19,239585,18
0.16,228668,18
0.80,483238,22
0.22,196487,12
0.94,424292,17
0.46,117740,3
0.82,295514,12
0.33,122562,4
0.82,315146,13
0.49,139755,5
0.38,333883,21
0.35,218823,12
0.82,334568,14
0.83,150262,4
0.72,72870,1
0.07,250826,22
0.23,184811,11
0.10,235488,20
0.42,156807,7
0.97,553844,23
0.03,231762,21
0.32,232954,15
0.20,102400,2
0.90,312972,12
0.71,272029,12
0.37,315746,20
0.82,315146,13
0.52,247946,13
0.39,37455,1
0.64,240350,11
0.62,354352,18
0.18,163773,10
0.78,287478,12
0.53,169813,7
0.80,216328,8
0.44,204210,10
0.20,205938,13
0.62,406570,21
0.43,273315,16
0.49,242045,13
0.36,142040,6
0.16,211030,14
0.41,116576,3
0.05,1168,1
0.55,54425,1
0.46,390401,23
0.87,247545,9
0.22,235880,15
0.92,520072,22
0.57,358563,19
0.07,183214,13
0.95,159871,4
0.33,149599,7
0.32,139480,6
0.56,120890,3
0.18,234870,18
0.26,270505,19
0.72,113120,2
0.20,139164,7
0.08,252059,19
0.77,398473,18
0.37,228655,14
0.57,275502,14
0.71,362041,17
0.29,250386,15
0.09,113160,4
0.40,294546,18
0.41,327708,20
0.25,127843,5
0.68,302179,14
0.28,104160,2
0.49,196539,9
0.57,309495,16
0.23,237250,15
0.98,142906,3
0.53,297595,16
0.55,415181,23
0.36,356217,23
0.49,334007,19
0.15,136473,7
0.47,252640,14
0.58,57680,1
0.16,290664,23
0.48,318099,18
0.51,310269,17
0.11,272851,23
0.52,200690,9
0.94,119840,2
0.05,255508,23
0.10,106500,3
0.52,247946,13
0.93,380352,15
0.74,315514,14
0.46,219032,12
0.67,170135,6
0.06,236240,18
0.19,229065,15
0.79,461135,21
0.13,193229,13
0.78,114380,2
0.18,153341,9
0.25,242115,17
0.04,117978,5
0.52,392441,22
0.34,217180,12
0.35,225259,14
0.85,282980,11
0.14,101080,2
0.30,211036,12
0.23,235991,17
0.57,426591,23
0.94,219698,7
0.34,251042,16
0.97,532994,22
0.25,162291,9
0.91,254825,9
0.72,311706,14
0.15,142402,8
0.33,186899,10
0.92,277117,10
0.14,273217,22
0.07,183214,13
0.88,409046,17
0.16,234830,16
0.61,217022,10
0.54,171507,7
0.61,268925,13
0.60,416997,22
0.81,313179,13
0.34,350046,23
0.50,214060,10
0.80,328849,14
0.44,368325,22
0.23,237250,15
0.25,320423,23
0.15,136473,7
0.17,108776,3
0.03,230280,18
0.28,233150,14
0.31,28695,1
0.25,320423,23
0.39,277739,17
0.15,101300,2
0.06,215838,16
0.70,137900,4
0.10,235488,20
0.82,130130,3
0.78,175230,6
0.12,120510,5
0.48,210630,10
0.21,140559,7
0.65,167825,6
0.67,282365,13
0.65,379528,19
0.49,334007,19
0.60,383382,20
0.55,415181,23
0.43,126990,4
0.26,103720,2
0.11,236887,17
0.32,245035,16
0.25,320423,23
0.31,243741,16
0.14,273217,22
0.96,388017,15
0.07,159865,11
0.76,77210,1
0.36,151395,7
0.96,243684,8
0.78,417636,19
0.42,254877,15
0.02,237624,19
0.60,433080,23
0.42,254877,15
0.95,365053,14
0.92,94570,1
0.06,148494,10
0.82,83720,1
0.98,475435,19
0.19,239585,18
0.77,211015,8
0.15,142402,8
0.84,203745,7
0.20,302670,23
0.32,214338,12
0.14,237540,19
1.00,565646,23
0.01,152373,11
0.34,203116,11
0.63,255957,12
0.66,124040,3
0.56,157430,6
0.08,137392,8
0.43,202485,10
0.87,266967,10
0.23,19935,1
0.08,4560,1
0.86,167722,5
0.26,103720,2
0.80,128450,3
0.17,130216,6
0.25,174704,10
0.77,192181,7
0.41,299221,18
0.01,124657,6
0.16,211030,14
0.04,210002,16
0.29,250386,15
0.36,206514,11
0.21,132808,6
0.35,132757,5
0.72,113120,2
0.70,447692,22
0.52,185087,8
0.97,328421,12
0.62,219052,10
0.37,332981,21
0.25,320423,23
0.15,252762,20
0.66,136092,4
0.15,244168,17
0.46,250736,14
0.52,200690,9
0.88,116480,2
0.64,257966,12
0.60,214992,10
0.73,442655,21
0.59,121836,3
0.80,216328,8
0.62,181153,7
0.24,118692,4
0.79,461135,21
0.97,495347,20
0.97,307340,11
0.11,240643,20
0.97,553844,23
0.73,113330,2
0.62,406570,21
0.13,284441,23
0.26,243744,17
0.12,126976,6
0.43,243543,14
0.70,305987,14
0.70,431210,21
0.54,267879,14
0.17,245121,19
0.87,169227,5
0.19,191513,12
0.96,345960,13
0.05,177785,13
0.23,141421,7
0.79,232985,9
0.23,118521,4
0.30,309860,21
0.47,267967,15
0.55,156275,6
0.14,10080,1
0.28,205960,12
0.19,204357,13
0.59,364702,19
0.88,135170,3
0.35,176222,9
0.95,404905,16
0.68,266002,12
0.66,186627,7
0.12,7890,1
0.57,275502,14
0.82,149240,4
0.79,439907,20
0.20,230435,15
0.99,395682,15
0.96,345960,13
0.11,113768,4
0.30,282507,19
0.59,263353,13
0.20,228688,17
0.14,181446,12
0.73,330722,15
0.94,96740,1
0.44,231012,13
0.89,172027,5
0.21,132808,6
0.77,487561,23
0.34,175511,9
0.64,205874,9
0.51,167727,7
0.75,317418,14
0.26,136048,6
0.38,152241,7
0.60,433080,23
0.40,236336,14
0.21,102620,2
0.25,228645,16
0.33,230121,13
0.87,149427,4
